pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-452 b,Kepler-452,1,1,1,Transit,2015,Kepler,Published Confirmed,1,<a refstr=JENKINS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...56J/abstract target=ref>Jenkins et al. 2015</a>,384.843,0.007,-0.012,0.0,1.046,0.019,-0.015,0.0,1.63,0.23,-0.2,0.0,0.145,0.021,-0.018,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.29,-0.22,0.0,265.0,15.0,-13.0,0.0,89.806,0.134,-0.049,0.0,2455147.985,0.015,-0.019,0.0,BJD,0.0,,,,,<a refstr=JENKINS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...56J/abstract target=ref>Jenkins et al. 2015</a>,G2,5757.0,85.0,-85.0,0.0,1.11,0.15,-0.09,0.0,1.04,0.05,-0.05,0.0,0.21,0.09,-0.09,0.0,[Fe/H],,,,,4.32,0.09,-0.09,0.0,6.0,2.0,-2.0,0.0,0.84,0.4,-0.19,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.90s,296.003752,+44d16m39.31s,44.2775861,551.727,5.236,-5.141,13.54,0.08,-0.08,11.852,0.016,-0.016,13.4048,0.000235,-0.000235,2015-07-21,2015-08,2015-07-23
Kepler-453 b,Kepler-453,1,2,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=WELSH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...26W/abstract target=ref>Welsh et al. 2015</a>,240.503,0.053,-0.053,0.0,0.7903,0.0028,-0.0028,0.0,6.204,0.039,-0.039,0.0,0.553,0.003,-0.003,0.0,16.0,,,1.0,0.05034,,,1.0,,,,,,,,,,,,,,,,,16.0,,,1.0,0.05034,,,1.0,Mass,,,,,0.0359,0.0088,-0.0088,0.0,,,,,,,,,89.443,0.009,-0.009,0.0,,,,,,0.0,,,,,<a refstr=WELSH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...26W/abstract target=ref>Welsh et al. 2015</a>,,5527.0,100.0,-100.0,0.0,0.83,0.01,-0.01,0.0,0.94,0.01,-0.01,0.0,0.09,0.1,-0.1,0.0,[m/H],,,,,4.57,0.01,-0.01,0.0,2.49,0.38,-0.38,1.0,,,,,1.9,1.0,-1.0,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m57.92s,283.2413322,+46d22m42.49s,46.3784691,442.846,2.7245,-2.7245,13.672,0.092,-0.092,11.92,0.02,-0.02,13.5227,0.000223,-0.000223,2018-03-14,2015-08,2018-03-15
Kepler-47 c,Kepler-47,1,2,3,Transit,2012,Kepler,Published Confirmed,0,<a refstr=OROSZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..174O/abstract target=ref>Orosz et al. 2019</a>,303.227,0.062,-0.027,0.0,0.9638,0.0041,-0.0044,0.0,4.65,0.09,-0.07,0.0,0.415,0.008,-0.006,0.0,3.17,2.18,-1.25,0.0,0.00997,0.00686,-0.00393,0.0,,,,,,,,,,,,,,,,,3.17,2.18,-1.25,0.0,0.00997,0.00686,-0.00393,0.0,Mass,0.17,0.09,-0.07,0.0,0.044,0.029,-0.019,0.0,,,,,,,,,90.192,0.005,-0.004,0.0,2454944.362,0.067,-0.046,0.0,BJD,1.0,,,,,<a refstr=OROSZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..174O/abstract target=ref>Orosz et al. 2019</a>,,,,,,0.94,0.01,-0.01,0.0,0.96,0.01,-0.01,0.0,,,,,,,,,,,,,,,,,,1.65,0.02,-0.01,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m11.49s,295.2978883,+46d55m13.55s,46.9204303,1025.02,30.6445,-30.6445,15.31,0.115,-0.115,13.535,0.041,-0.041,15.1626,0.00069,-0.00069,2019-04-22,2019-05,2019-04-25
Kepler-539 b,Kepler-539,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A.112M/abstract target=ref>Mancini et al. 2016</a>,125.63243,0.00071,-0.00071,0.0,0.4988,0.0067,-0.0067,0.0,8.373,0.191,-0.191,0.0,0.747,0.017,-0.017,0.0,308.2951,92.1707,-92.1707,0.0,0.97,0.29,-0.29,0.0,,,,,,,,,,,,,,,,,308.2951,92.1707,-92.1707,0.0,0.97,0.29,-0.29,0.0,Mass,2.9,0.88,-0.88,0.0,0.39,,,1.0,,,,,388.0,6.0,-6.0,0.0,89.845,0.086,-0.086,0.0,2455588.871,0.003,-0.003,0.0,BJD-TDB,1.0,132.3,6.3,-6.3,0.0,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A.112M/abstract target=ref>Mancini et al. 2016</a>,G2 V,5820.0,80.0,-80.0,0.0,0.95,0.02,-0.02,0.0,1.05,0.04,-0.04,0.0,-0.01,0.07,-0.07,0.0,[Fe/H],,,,,4.5,0.01,-0.01,0.0,,,,,1.713,0.076,-0.076,0.0,4.4,0.5,-0.5,0.0,11.77,0.02,-0.02,0.0,9.96,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m29.39s,299.1224639,+41d52m00.46s,41.8667953,307.318,3.57,-3.489,12.444,0.057,-0.057,10.915,0.018,-0.018,12.379,0.000402,-0.000402,2016-05-06,2016-05,2016-05-10
Kepler-62 f,Kepler-62,1,1,5,Transit,2013,Kepler,Published Confirmed,0,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,267.291,0.005,-0.005,0.0,0.718,0.007,-0.007,0.0,1.41,0.07,-0.07,0.0,0.126,0.006,-0.006,0.0,35.0,,,1.0,0.11,,,1.0,,,,,,,,,,,,,,,,,35.0,,,1.0,0.11,,,1.0,Mass,,,,,,,,,,,,,208.0,11.0,-11.0,0.0,89.9,0.03,-0.03,0.0,2455422.71,0.006,-0.006,0.0,BJD,0.0,,,,,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,K2 V,4925.0,70.0,-70.0,0.0,0.64,0.02,-0.02,0.0,0.69,0.02,-0.02,0.0,-0.37,0.04,-0.04,0.0,[Fe/H],-0.678,0.04,-0.043,0.0,4.68,0.04,-0.04,0.0,7.0,4.0,-4.0,0.0,3.8,0.3,-0.3,0.0,0.4,0.5,-0.5,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.874,1.219,-1.219,13.965,0.092,-0.092,11.659,0.021,-0.021,13.7197,0.000208,-0.000208,2014-05-14,2013-05,2014-05-14
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1,1,1,Microlensing,2013,MOA,Published Confirmed,0,<a refstr=FURUSAWA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779...91F/abstract target=ref>Furusawa et al. 2013</a>,,,,,0.92,0.16,-0.16,0.0,,,,,,,,,9.2,2.2,-2.2,0.0,0.029,0.007,-0.007,0.0,,,,,,,,,,,,,,,,,9.2,2.2,-2.2,0.0,0.029,0.007,-0.007,0.0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,<a refstr=FURUSAWA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779...91F/abstract target=ref>Furusawa et al. 2013</a>,,,,,,,,,,0.11,0.01,-0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=FURUSAWA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779...91F/abstract target=ref>Furusawa et al. 2013</a>,17h57m59.12s,269.496333,-30d42m54.63s,-30.715175,810.0,100.0,-100.0,,,,18.76,0.36,-0.36,,,,2019-12-05,2013-12,2015-06-04
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,1,1,1,Microlensing,2016,MOA,Published Confirmed,0,<a refstr=SUMI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>,,,,,0.93,0.08,-0.08,0.0,,,,,,,,,3.24,0.38,-0.3,0.0,0.0102,0.0012,-0.0009,0.0,,,,,,,,,,,,,,,,,3.24,0.38,-0.3,0.0,0.0102,0.0012,-0.0009,0.0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,<a refstr=SUMI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>,,,,,,,,,,0.02,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=SUMI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>,17h58m42.85s,272.019257,-29d23m53.66s,-29.7315826,850.0,80.0,-80.0,,,,,,,,,,2019-12-05,2016-07,2016-05-19
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,1,1,Microlensing,2018,OGLE,Published Confirmed,0,<a refstr=BLACKMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..279B/abstract target=ref>Blackman et al. 2021</a>,,,,,1.18,0.1,-0.1,0.0,,,,,,,,,4.43,0.25,-0.25,0.0,0.01394,0.00079,-0.00079,0.0,,,,,,,,,,,,,,,,,4.43,0.25,-0.25,0.0,0.01394,0.00079,-0.00079,0.0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,<a refstr=BLACKMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..279B/abstract target=ref>Blackman et al. 2021</a>,,,,,,,,,,0.23,0.01,-0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=BLACKMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..279B/abstract target=ref>Blackman et al. 2021</a>,17h53m07.312s,268.2804667,-30d14m44.37s,-30.2456583,860.0,50.0,-50.0,,,,,,,,,,2021-10-04,2021-06,2021-10-04
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,1,1,1,Microlensing,2020,OGLE,Published Confirmed,0,<a refstr=RYU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..183R/abstract target=ref>Ryu et al. 2020</a>,,,,,1.064,0.119,-0.115,0.0,,,,,,,,,6.228,0.905,-0.881,0.0,0.0196,0.00285,-0.00277,0.0,,,,,,,,,,,,,,,,,6.228,0.905,-0.881,0.0,0.0196,0.00285,-0.00277,0.0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,<a refstr=RYU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..183R/abstract target=ref>Ryu et al. 2020</a>,,,,,,,,,,0.2,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=RYU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..183R/abstract target=ref>Ryu et al. 2020</a>,17h59m56.02s,269.9834167,-28d59m51.9s,-28.99775,773.0,102.0,-99.0,,,,,,,,,,2022-01-24,2020-10,2022-01-24
PH2 b,PH2,1,1,1,Transit,2013,Kepler,Published Confirmed,0,<a refstr=WANG_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...776...10W/abstract target=ref> Wang et al. 2013 </a>,282.5255,0.001,-0.001,0.0,0.828,0.009,-0.009,0.0,10.12,0.56,-0.56,0.0,0.903,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.08,-0.29,0.0,,,,,281.0,7.0,-7.0,0.0,89.83,0.03,-0.02,0.0,2455196.0709,,,0.0,JD,0.0,,,,,<a refstr=WANG_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...776...10W/abstract target=ref> Wang et al. 2013 </a>,,5629.0,42.0,-45.0,0.0,1.0,0.05,-0.05,0.0,0.94,0.02,-0.02,0.0,-0.078,0.032,-0.028,0.0,[Fe/H],-0.102,0.047,-0.046,0.0,4.41,0.04,-0.04,0.0,,,,,1.3,0.3,-0.3,0.0,1.43,0.78,-0.78,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m03.27s,289.7636212,+51d57m45.66s,51.962683,343.863,3.631,-3.557,12.645,0.046,-0.046,11.116,0.022,-0.022,12.5811,0.000185,-0.000185,2014-05-14,2013-10,2014-05-14
TCP J05074264+2447555 b,TCP J05074264+2447555,1,1,1,Microlensing,2018,Multiple Observatories,Published Confirmed,0,<a refstr=FUKUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..206F/abstract target=ref>Fukui et al. 2019</a>,,,,,0.94,0.09,-0.09,0.0,,,,,,,,,20.0,2.0,-2.0,0.0,0.06293,0.00629,-0.00629,0.0,,,,,,,,,,,,,,,,,20.0,2.0,-2.0,0.0,0.06293,0.00629,-0.00629,0.0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,<a refstr=FUKUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..206F/abstract target=ref>Fukui et al. 2019</a>,,,,,,,,,,0.59,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=FUKUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..206F/abstract target=ref>Fukui et al. 2019</a>,05h07m42.72s,76.928,+24d47m56.26s,24.7989611,505.0,47.0,-47.0,,,,,,,,,,2021-10-19,2019-11,2021-10-19
TIC 172900988 b,TIC 172900988 Aa,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOSTOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..234K/abstract target=ref>Kostov et al. 2021</a>,200.452,0.011,-0.011,0.0,0.90281,0.00016,-0.00016,0.0,11.25,0.44,-0.44,0.0,1.004,0.039,-0.039,0.0,942.0,5.6,-5.6,0.0,2.96386,0.01762,-0.01762,0.0,,,,,,,,,,,,,,,,,942.0,5.6,-5.6,0.0,2.96386,0.01762,-0.01762,0.0,Mass,3.64,0.43,-0.43,0.0,0.0271,0.0011,-0.0011,0.0,,,,,,,,,91.79,0.19,-0.19,0.0,2458937.5,0.5,-0.5,0.0,BJD,0.0,,,,,<a refstr=KOSTOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..234K/abstract target=ref>Kostov et al. 2021</a>,F9,6050.0,100.0,-100.0,0.0,1.38,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.34,0.1,-0.1,0.0,[Fe/H],,,,,4.25,0.0,0.0,0.0,3.1,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h34m38.80s,128.6616644,+31d33m14.33s,31.5539793,250.956,3.254,-3.172,10.141,0.006,-0.006,8.762,0.019,-0.019,10.0477,0.000552,-0.000552,2021-09-08,2021-12,2021-09-08
TIC 279401253 c,TIC 279401253,1,1,2,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=BOZHILOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210838B/abstract target=ref>Bozhilov et al. 2023</a>,155.3,0.7,-0.7,0.0,0.591,0.005,-0.006,0.0,,,,,,,,,,,,,,,,,2548.98382,57.20911,-57.20911,0.0,8.02,0.18,-0.18,0.0,,,,,,,,,2548.98382,57.20911,-57.20911,0.0,8.02,0.18,-0.18,0.0,Msini,,,,,0.254,0.042,-0.036,0.0,,,,,,,,,90.0,,,0.0,,,,,,0.0,286.9,5.9,-5.7,0.0,<a refstr=BOZHILOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210838B/abstract target=ref>Bozhilov et al. 2023</a>,,5951.0,80.0,-80.0,0.0,1.06,0.01,-0.01,0.0,1.13,0.02,-0.03,0.0,0.2,0.05,-0.05,0.0,[Fe/H],0.097,0.017,-0.014,0.0,4.44,0.01,-0.01,0.0,1.2,1.0,-0.8,0.0,,,,,5.0,0.5,-0.5,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h50m37.73s,57.6572277,-15d01m34.41s,-15.0262251,285.584,2.79,-2.738,11.938,0.037,-0.037,10.345,0.019,-0.019,11.6965,0.00042,-0.00042,2023-03-15,2023-02,2023-03-15
TOI-1338 c,TOI-1338 A,1,2,2,Radial Velocity,2023,Multiple Observatories,Published Confirmed,0,<a refstr=STANDING_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230110794S/abstract target=ref>Standing et al. 2023</a>,215.5,3.3,-3.3,0.0,0.794,0.016,-0.016,0.0,,,,,,,,,,,,,,,,,65.2,11.8,-11.8,0.0,0.205,0.037,-0.037,0.0,,,,,,,,,65.2,11.8,-11.8,0.0,0.205,0.037,-0.037,0.0,Msini,,,,,0.16,,,1.0,,,,,,,,,,,,,2459208.7,29.1,-29.1,0.0,BJD,0.0,5.6,1.0,-1.0,0.0,<a refstr=STANDING_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230110794S/abstract target=ref>Standing et al. 2023</a>,F8,6050.0,80.0,-80.0,0.0,1.34,0.05,-0.05,0.0,1.13,0.07,-0.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.75,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h08m31.94s,92.1330955,-59d32m27.55s,-59.5409853,399.017,3.162,-3.113,11.722,0.022,-0.022,10.635,0.021,-0.021,11.8764,0.000174,-0.000174,2023-03-29,2023-01,2023-03-29
TOI-2180 b,TOI-2180,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DALBA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...61D/abstract target=ref>Dalba et al. 2022</a>,260.79,0.59,-0.58,0.0,0.828,0.012,-0.012,0.0,11.321,0.247,-0.213,0.0,1.01,0.022,-0.019,0.0,875.61726,27.65107,-25.7441,0.0,2.755,0.087,-0.081,0.0,,,,,,,,,,,,,,,,,875.61726,27.65107,-25.7441,0.0,2.755,0.087,-0.081,0.0,Mass,3.32,0.14,-0.16,0.0,0.3683,0.0073,-0.0073,0.0,2.71,0.13,-0.13,0.0,348.0,3.0,-4.0,0.0,89.955,0.032,-0.044,0.0,2458830.7652,0.001,-0.001,0.0,BJD-TDB,0.0,87.75,0.98,-0.99,0.0,<a refstr=DALBA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...61D/abstract target=ref>Dalba et al. 2022</a>,G5,5695.0,58.0,-60.0,0.0,1.64,0.03,-0.03,0.0,1.11,0.05,-0.05,0.0,0.253,0.057,-0.057,0.0,[Fe/H],0.406,0.015,-0.016,0.0,4.06,0.01,-0.02,0.0,8.1,1.5,-1.3,0.0,0.359,0.015,-0.016,0.0,2.2,1.0,-1.0,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h31m46.47s,277.94363,+56d39m02.44s,56.6506789,116.685,0.267,-0.266,9.162,0.002,-0.002,7.604,0.016,-0.016,9.01133,0.000236,-0.000236,2022-01-10,2022-02,2022-01-10
TOI-4562 b,TOI-4562,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HEITZMANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220810854H/abstract target=ref>Heitzmann et al. 2022</a>,225.11781,0.00025,-0.00022,0.0,0.768,0.005,-0.005,0.0,12.53,0.15,-0.15,0.0,1.118,0.014,-0.013,0.0,732.0,152.0,-149.0,0.0,2.3,0.48,-0.47,0.0,,,,,,,,,,,,,,,,,732.0,152.0,-149.0,0.0,2.3,0.48,-0.47,0.0,Mass,2.06,0.42,-0.44,0.0,0.76,0.02,-0.02,0.0,,,,,318.0,4.0,-4.0,0.0,89.06,0.04,-0.04,0.0,2458456.87168,0.00101,-0.00101,0.0,BJD-TDB,0.0,106.0,24.0,-26.0,0.0,<a refstr=HEITZMANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220810854H/abstract target=ref>Heitzmann et al. 2022</a>,F7 V,6096.0,32.0,-32.0,0.0,1.15,0.05,-0.05,0.0,1.19,0.06,-0.06,0.0,0.08,0.06,-0.06,0.0,[M/H],,,,,4.39,0.01,-0.01,0.0,0.7,,,1.0,,,,,17.0,0.5,-0.5,0.0,3.86,0.05,-0.08,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h28m02.41s,112.0100593,-63d31m04.00s,-63.5177788,339.605,2.528,-2.491,12.14,0.217,-0.217,10.619,0.023,-0.023,11.9551,0.000421,-0.000421,2023-02-07,2022-08,2023-02-07
TYC 2187-512-1 b,TYC 2187-512-1,1,1,1,Radial Velocity,2022,Calar Alto Observatory,Published Confirmed,0,<a refstr=QUIRRENBACH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220316504Q/abstract target=ref>Quirrenbach et al. 2022</a>,691.9,8.77,-8.61,0.0,1.22,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,104.88337,6.35657,-6.35657,0.0,0.33,0.02,-0.02,0.0,,,,,,,,,104.88337,6.35657,-6.35657,0.0,0.33,0.02,-0.02,0.0,Msini,,,,,0.05,0.04,-0.03,0.0,,,,,,,,,,,,,,,,,BJD,0.0,12.02,0.47,-0.46,0.0,<a refstr=QUIRRENBACH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220316504Q/abstract target=ref>Quirrenbach et al. 2022</a>,M1.0 V,3734.0,54.0,-54.0,0.0,0.49,0.01,-0.01,0.0,0.5,0.02,-0.02,0.0,0.08,0.19,-0.19,0.0,[Fe/H],-1.381,0.007,-0.007,0.0,4.68,0.06,-0.06,0.0,,,,,,,,,2.0,,,1.0,40.0,1.0,-1.0,0.0,5.35,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h22m06.40s,320.5266829,+22d55m54.97s,22.9319351,15.4744,0.01165,-0.01165,10.58,0.043,-0.043,6.595,0.023,-0.023,9.77026,0.000909,-0.000909,2022-05-03,2022-03,2022-05-03
WASP-41 c,WASP-41,1,1,2,Radial Velocity,2015,La Silla Observatory,Published Confirmed,0,<a refstr=NEVEU_VANMALLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv150907750N/abstract target=ref>Neveu-VanMalle et al. 2015</a>,421.0,2.0,-2.0,0.0,1.07,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,1010.6994,63.566,-63.566,0.0,3.18,0.2,-0.2,0.0,,,,,,,,,1010.6994,63.566,-63.566,0.0,3.18,0.2,-0.2,0.0,Msini,,,,,0.294,0.024,-0.024,0.0,,,,,241.0,2.0,-2.0,0.0,,,,,,,,,,0.0,94.0,3.0,-3.0,0.0,<a refstr=NEVEU_VANMALLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv150907750N/abstract target=ref>Neveu-VanMalle et al. 2015</a>,,5545.0,33.0,-33.0,0.0,0.87,0.03,-0.03,0.0,0.93,0.07,-0.07,0.0,0.06,0.02,-0.02,0.0,[Fe/H],,,,,4.53,0.02,-0.02,0.0,,,,,1.99,0.07,-0.07,0.0,2.64,0.25,-0.25,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h42m28.51s,190.6188034,-30d38m23.34s,-30.6398176,163.371,1.067,-1.052,11.632,0.018,-0.018,9.677,0.019,-0.019,11.2823,0.001447,-0.001447,2015-10-07,2015-09,2015-10-15
